URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE COUNT PER WORD,AVG WORD LEN,PRONOUN COUNT
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,55.0,24.0,0.3924050583239866,0.11617647041738755,22.448275862068964,0.2565284178187404,9.081921711955081,22.448275862068964,334,680,1.8417818740399385,5.025345622119816,11
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,56.0,33.0,0.2584269633884611,0.11994609148255243,17.382716049382715,0.19744318181818182,7.03206369248036,17.382716049382715,278,742,1.6505681818181819,4.458096590909091,6
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,86.0,27.0,0.5221238891847444,0.15046604507261513,29.40983606557377,0.18394648829431437,11.837513021547235,29.40983606557377,330,751,1.6482720178372352,4.5089186176142695,30
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,95.0,23.0,0.6101694863544959,0.13470319619326118,22.025,0.20204313280363223,8.890817253121453,22.025,356,876,1.7071509648127128,4.588535754824064,14
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,36.0,0.0,0.999999972222223,0.1188118807960004,25.772727272727273,0.26631393298059963,10.415616482283149,25.772727272727273,151,303,1.8606701940035273,4.966490299823633,0
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,99.0,42.0,0.4042553162818772,0.19236016344834903,210.0,0.18783068783068782,84.07513227513228,210.0,355,733,1.6492063492063491,4.59047619047619,17
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,36.0,1.0,0.94594592037984,0.08545034622297841,18.88888888888889,0.23647058823529413,7.6501437908496746,18.88888888888889,201,433,1.723529411764706,4.621176470588235,0
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,26.0,5.0,0.677419332986473,0.07013574644765669,20.175,0.265179677819083,8.176071871127634,20.175,214,442,1.825278810408922,4.884758364312268,1
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0.0,3.0,-0.9999996666667778,0.03124999967447917,29.428571428571427,0.23786407766990292,11.866574202496533,29.428571428571427,49,96,1.8203883495145632,4.839805825242719,2
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,40.0,85.0,-0.35999999712,0.1606683802562103,27.78181818181818,0.20157068062827224,11.193355544978582,27.78181818181818,308,778,1.725785340314136,4.700261780104712,2
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,19.0,16.0,0.0857142832653062,0.09020618533452014,27.79310344827586,0.19727047146401985,11.196149567895953,27.79310344827586,159,388,1.694789081885856,4.5657568238213395,4
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,95.0,42.0,0.386861311044808,0.14241164226360536,19.445454545454545,0.17297802711547453,7.847373029028008,19.445454545454545,370,962,1.6442262739597944,4.419354838709677,15
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,46.0,3.0,0.8775510024989592,0.12596400995896143,16.886363636363637,0.21399730820995963,6.840144377829438,16.886363636363637,159,389,1.7671601615074024,4.63257065948856,3
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,17.0,0.0,0.999999941176474,0.0783410134638663,24.647058823529413,0.1718377088305489,9.927558612943985,24.647058823529413,72,217,1.6420047732696896,4.58472553699284,1
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,36.0,12.0,0.4999999895833336,0.10643015497465598,26.02857142857143,0.18660812294182216,10.486071820605302,26.02857142857143,170,451,1.623490669593853,4.374313940724479,1
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,24.0,8.0,0.49999998437500054,0.10774410738133297,28.31578947368421,0.23048327137546468,11.41850909802387,28.31578947368421,124,297,1.795539033457249,4.724907063197026,1
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20.0,10.0,0.33333332222222256,0.15873015789031664,15.5,0.15898617511520738,6.263594470046083,15.5,69,189,1.707373271889401,4.65668202764977,0
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6.0,0.0,0.9999998333333611,0.06451612833853626,15.909090909090908,0.2914285714285714,6.480207792207792,15.909090909090908,51,93,1.9314285714285715,4.942857142857143,3
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,49.0,40.0,0.10112359436939782,0.20506912395145363,16.875,0.14708994708994708,6.808835978835979,16.875,139,434,1.5396825396825398,4.160846560846561,30
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,13.0,3.0,0.6249999609375024,0.16666666493055557,22.77777777777778,0.16097560975609757,9.17550135501355,22.77777777777778,33,96,1.6341463414634145,4.414634146341464,1
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,52.0,14.0,0.5757575670339763,0.15420560711634204,24.548387096774192,0.2588699080157687,9.922902801915985,24.548387096774192,197,428,1.864651773981603,5.115637319316688,0
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,4.0,12.0,-0.4999999687500019,0.23188405461037603,28.166666666666668,0.11834319526627218,11.314003944773177,28.166666666666668,20,69,1.5088757396449703,4.3076923076923075,5
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,10.0,27.0,-0.4594594470416366,0.22981366316885923,18.90909090909091,0.15144230769230768,7.624213286713287,18.90909090909091,63,161,1.6033653846153846,4.336538461538462,7
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,45.0,49.0,-0.04255319103666818,0.0919765165440543,26.64864864864865,0.23073022312373226,10.751751548708953,26.64864864864865,455,1022,1.7591277890466532,4.78498985801217,22
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,79.0,30.0,0.4495412802794378,0.13164251191830614,27.55072463768116,0.15412940557601262,11.081941617302869,27.55072463768116,293,828,1.5986322987901105,4.4229352972119935,21
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,49.0,29.0,0.25641025312294546,0.0954712361132543,20.426829268292682,0.16656716417910447,8.237358572988715,20.426829268292682,279,817,1.5922388059701493,4.336716417910448,33
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,42.0,9.0,0.6470588108419841,0.13144329863030077,15.67741935483871,0.147119341563786,6.329815478560999,15.67741935483871,143,388,1.536008230452675,4.106995884773663,1
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50.0,10.0,0.6666666555555558,0.09188361394811086,24.5,0.13481756338899195,9.853927025355597,24.5,218,653,1.4959802102659245,4.08286951144094,7
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,37.0,6.0,0.7209302157923206,0.20574162580984867,32.9375,0.1859582542694497,13.24938330170778,32.9375,98,209,1.5844402277039848,4.250474383301707,8
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,74.0,20.0,0.5744680789950205,0.10621468914552012,25.985507246376812,0.21751254880089235,10.481207918071084,25.985507246376812,390,885,1.742889012827663,4.669269380925822,9
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,49.0,79.0,-0.23437499816894533,0.2471042466272119,15.18421052631579,0.15251299826689774,6.134689409833076,15.18421052631579,176,518,1.5554592720970537,4.196707105719238,13
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,63.0,25.0,0.4318181769111571,0.1541155864201128,16.623376623376622,0.13125,6.70185064935065,16.623376623376622,168,571,1.47578125,4.08203125,5
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,62.0,44.0,0.1698113191527234,0.18962432881999225,26.232558139534884,0.14450354609929078,10.55082467425367,26.232558139534884,163,559,1.571808510638298,4.441489361702128,0
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,48.0,27.0,0.2799999962666667,0.11415525096780023,20.716666666666665,0.2164119066773934,8.373231429337624,20.716666666666665,269,657,1.7715205148833468,4.6838294448913915,12
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,49.0,83.0,-0.2575757556244261,0.24812030028548815,16.15068493150685,0.15691263782866835,6.523039027734207,16.15068493150685,185,532,1.5648854961832062,4.232400339270568,15
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,30.0,15.0,0.3333333259259261,0.13081395310809898,26.0,0.1870026525198939,10.474801061007959,26.0,141,344,1.6180371352785146,4.411140583554377,8
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,14.0,7.0,0.3333333174603182,0.13207547086744986,29.818181818181817,0.1798780487804878,11.999223946784923,29.818181818181817,59,159,1.6341463414634145,4.4939024390243905,0
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,43.0,21.0,0.3437499946289064,0.15023474143137386,34.208333333333336,0.20828258221680876,13.766646366220058,34.208333333333336,171,426,1.7685749086479903,4.833130328867235,0
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,29.0,51.0,-0.27499999656250007,0.11527377505003779,24.642857142857142,0.19492753623188405,9.935113871635611,24.642857142857142,269,694,1.6442028985507247,4.583333333333333,7
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,113.0,125.0,-0.050420167855377444,0.10818181813264463,20.384615384615383,0.1552201257861635,8.215934204160618,20.384615384615383,617,2200,1.5713207547169812,4.360251572327044,0
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,66.0,55.0,0.09090909015777611,0.13504464270642338,23.10843373493976,0.20125130344108447,9.323874015352336,23.10843373493976,386,896,1.6913451511991657,4.6068821689259645,15
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,65.0,66.0,-0.00763358772798788,0.1363163370069549,27.716666666666665,0.24834636199639207,11.186005211465224,27.716666666666665,413,961,1.8340348767288033,4.9957907396271795,0
91,https://insights.blackcoffer.com/human-rights-outlook/,3.0,1.0,0.49999987500003124,0.06060605968778698,23.142857142857142,0.13580246913580246,9.31146384479718,23.142857142857142,22,66,1.5123456790123457,4.160493827160494,3
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,38.0,6.0,0.7272727107438021,0.087999999824,25.564102564102566,0.15245737211634905,10.286623974487567,25.564102564102566,152,500,1.5827482447342025,4.311935807422267,2
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,71.0,42.0,0.2566371658704676,0.13294117631418687,16.833333333333332,0.18564356435643564,6.807590759075907,16.833333333333332,375,850,1.614851485148515,4.508415841584158,6
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,94.0,18.0,0.6785714225127552,0.12017167369080292,21.032967032967033,0.18495297805642633,8.487168004409384,21.032967032967033,354,932,1.6316614420062696,4.466039707419018,5
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,47.0,37.0,0.1190476176303855,0.1448275859571938,25.782608695652176,0.1821247892074199,10.385893393943839,25.782608695652176,216,580,1.6340640809443507,4.566610455311973,7
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,45.0,67.0,-0.19642856967474492,0.11122144974059439,31.6,0.22679324894514769,12.73071729957806,31.6,430,1007,1.7763713080168777,4.848101265822785,1
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,28.0,50.0,-0.28205127843524,0.1439114388488719,22.354166666666668,0.18080149114631874,9.013987263125195,22.354166666666668,194,542,1.6821994408201304,4.589002795899348,3
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,59.0,57.0,0.01724137916171225,0.18800648267746112,18.45205479452055,0.1789161098737936,7.452388361757738,18.45205479452055,241,617,1.615441722345954,4.423904974016333,43
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,43.0,33.0,0.13157894563711914,0.14757281524743143,31.675675675675677,0.20477815699658702,12.752181533068907,31.675675675675677,240,515,1.7030716723549488,4.722696245733788,14
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,40.0,56.0,-0.16666666493055557,0.12749003967132796,24.285714285714285,0.20220588235294118,9.795168067226891,24.285714285714285,275,753,1.736764705882353,4.696323529411765,3
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3.0,4.0,-0.1428571224489825,0.08235294020761247,20.9,0.1291866028708134,8.411674641148325,20.9,27,85,1.4880382775119618,4.1291866028708135,3
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,44.0,53.0,-0.09278350419810821,0.16412859532296345,20.5,0.1772357723577236,8.27089430894309,20.5,218,591,1.6178861788617886,4.386991869918699,24
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,12.0,30.0,-0.4285714183673472,0.10370370344764518,20.771428571428572,0.1939477303988996,8.38615052073099,20.771428571428572,141,405,1.6602475928473177,4.491059147180192,7
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,41.0,76.0,-0.29914529658850175,0.18810289358825902,24.28,0.23393739703459637,9.805574958813839,24.28,284,622,1.7833607907742999,4.939868204283361,3
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,32.0,44.0,-0.15789473476454297,0.14901960755094196,31.710526315789473,0.15269709543568466,12.745289364490063,31.710526315789473,184,510,1.5477178423236515,4.304564315352697,13
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,0.0,0.9999990000010001,0.009900990000980298,34.8,0.1781609195402299,13.991264367816093,34.8,31,101,1.7011494252873562,4.67816091954023,0
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,23.0,8.0,0.4838709521331951,0.10544217651210144,21.642857142857142,0.15676567656765678,8.719849127769919,21.642857142857142,95,294,1.5808580858085808,4.356435643564357,3
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,46.0,60.0,-0.1320754704521182,0.19887429606214954,33.516129032258064,0.20211742059672763,13.487298581141918,33.516129032258064,210,533,1.716073147256978,4.728585178055823,4
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,29.0,30.0,-0.016949152255099114,0.20136518702605738,26.7,0.0986267166042447,10.719450686641698,26.7,79,293,1.4207240948813982,3.902621722846442,40
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,14.0,62.0,-0.6315789390581719,0.13103448253269917,25.0,0.19319148936170213,10.077276595744681,25.0,227,580,1.6859574468085106,4.707234042553192,0
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,25.0,47.0,-0.30555555131172846,0.12631578925207756,22.115384615384617,0.20521739130434782,8.928240802675587,22.115384615384617,236,570,1.728695652173913,4.82695652173913,0
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,43.0,61.0,-0.1730769214127219,0.1661341850381243,21.849056603773583,0.20379965457685664,8.821142503340175,21.849056603773583,236,626,1.717616580310881,4.785837651122625,2
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,30.0,34.0,-0.062499999023437516,0.1549636800121945,26.08823529411765,0.20067643742953778,10.515564692618875,26.08823529411765,178,413,1.6989853438556934,4.617812852311161,7
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,84.0,66.0,0.11999999920000001,0.18226002407987846,24.971014492753625,0.17527568195008705,10.058516069881485,24.971014492753625,302,823,1.6123041207196749,4.475914103308184,4
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,53.0,49.0,0.0392156858900423,0.11683848783867298,28.152542372881356,0.20891029500301023,11.344581067153747,28.152542372881356,347,873,1.7393136664659843,4.709211318482842,2
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,28.0,38.0,-0.15151514921946743,0.18032786835975992,83.18181818181819,0.0994535519125683,33.312508693492305,83.18181818181819,91,366,1.439344262295082,4.139890710382514,39
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,57.0,90.0,-0.2244897943912259,0.1449704140582146,29.46969696969697,0.19794344473007713,11.86705616577082,29.46969696969697,385,1014,1.6982005141388175,4.743958868894602,12
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,46.0,66.0,-0.17857142697704084,0.18093699486116802,18.155844155844157,0.11945636623748211,7.3101202088326565,18.155844155844157,167,619,1.4971387696709586,4.130185979971388,6
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,12.0,16.0,-0.14285713775510223,0.13023255753380206,25.066666666666666,0.23404255319148937,10.120283687943264,25.066666666666666,88,215,1.8351063829787233,4.949468085106383,1
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,87.0,110.0,-0.11675126844288697,0.14969604851846804,27.136363636363637,0.20979899497487436,10.938465052535406,27.136363636363637,501,1316,1.7169179229480738,4.7868509212730315,0
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,53.0,87.0,-0.242857141122449,0.21909233142552062,27.285714285714285,0.1285631180919139,10.96571096152248,27.285714285714285,221,639,1.4909831297265852,4.216404886561954,32
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,52.0,89.0,-0.26241134565665714,0.14857744979075085,22.941176470588236,0.1753846153846154,9.24662443438914,22.941176470588236,342,949,1.6512820512820512,4.469743589743589,7
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,71.0,96.0,-0.14970059790598444,0.17560462652407505,26.8,0.18009950248756218,10.792039800995026,26.8,362,951,1.654228855721393,4.599502487562189,15
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,34.0,58.0,-0.2608695623818526,0.1597222219449267,23.367346938775512,0.18165938864628822,9.41960253096872,23.367346938775512,208,576,1.6270742358078603,4.437554585152839,15
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,85.0,26.0,0.5315315267429592,0.10871694406589917,32.15625,0.2118561710398445,12.947242468415936,32.15625,436,1021,1.7419825072886297,4.701166180758017,3
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,35.0,30.0,0.07692307573964499,0.1356993734119011,28.939393939393938,0.181151832460733,11.648218308741868,28.939393939393938,173,479,1.675392670157068,4.569633507853403,4
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,49.0,99.0,-0.3378378355551498,0.19346405203468753,26.625,0.20187793427230047,10.73075117370892,26.625,301,765,1.7236753856472167,4.690140845070423,6
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,15.0,18.0,-0.09090908815427007,0.20624999871093752,22.4,0.2113095238095238,9.04452380952381,22.4,71,160,1.6279761904761905,4.446428571428571,5
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,9.0,8.0,0.05882352595155729,0.061594202675383326,25.428571428571427,0.20786516853932585,10.254574638844302,25.428571428571427,111,276,1.743445692883895,4.758426966292135,0
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,50.0,117.0,-0.4011976023880383,0.1716341210980122,38.285714285714285,0.20149253731343283,15.394882729211089,38.285714285714285,378,973,1.7462686567164178,4.735607675906183,2
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,122.0,36.0,0.5443037940233937,0.15177713722211608,26.802816901408452,0.21807672096689437,10.80835744895014,26.802816901408452,415,1041,1.7493431424067263,4.772464529689963,0
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,50.0,28.0,0.28205127843524,0.09737827703198718,26.76271186440678,0.18366054464851173,10.778548963622116,26.76271186440678,290,801,1.6934768841038632,4.636478784040532,5
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,58.0,27.0,0.3647058780622838,0.2019002370501182,27.77777777777778,0.2906666666666667,11.227377777777779,27.77777777777778,218,421,1.956,5.217333333333333,0
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,16.0,16.0,0.0,0.139737990656166,29.23076923076923,0.21842105263157896,11.779676113360324,29.23076923076923,83,229,1.7657894736842106,4.734210526315789,8
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,8.0,9.0,-0.05882352595155729,0.10119047558815193,23.9375,0.12532637075718014,9.625130548302872,23.9375,48,168,1.524804177545692,4.164490861618799,3
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,7.0,20.0,-0.48148146364883465,0.13636363567493112,21.714285714285715,0.18859649122807018,8.761152882205513,21.714285714285715,86,198,1.6754385964912282,4.375,3
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5.0,10.0,-0.3333333111111126,0.1048951041615727,35.0,0.15,14.06,35.0,42,143,1.5714285714285714,4.242857142857143,4
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,10.0,15.0,-0.19999999200000032,0.1798561138139848,21.0,0.21428571428571427,8.485714285714286,21.0,63,139,1.7040816326530612,4.534013605442177,7
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,10.0,3.0,0.5384614970414233,0.10156249920654298,27.857142857142858,0.23076923076923078,11.235164835164836,27.857142857142858,45,128,1.7076923076923076,4.471794871794872,0
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,16.0,62.0,-0.5897435821827746,0.15324164999363132,27.05263157894737,0.17607003891050585,10.891480647143151,27.05263157894737,181,509,1.666342412451362,4.613813229571984,0
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,13.0,28.0,-0.3658536496133256,0.17982456061480456,35.13333333333333,0.1555977229601518,14.115572422517396,35.13333333333333,82,228,1.573055028462998,4.364326375711575,6
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,64.0,81.0,-0.1172413785017836,0.14413518872352368,27.08108108108108,0.19760479041916168,10.911474348600098,27.08108108108108,396,1006,1.7290419161676647,4.709580838323354,0
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,27.0,36.0,-0.1428571405895692,0.1909090903305785,19.61764705882353,0.1904047976011994,7.923220742569892,19.61764705882353,127,330,1.7421289355322338,4.727136431784108,1
145,https://insights.blackcoffer.com/blockchain-in-fintech/,29.0,14.0,0.3488372011898325,0.12181303081639368,23.87878787878788,0.18527918781725888,9.625626826642055,23.87878787878788,146,353,1.6941624365482233,4.840101522842639,2
146,https://insights.blackcoffer.com/blockchain-for-payments/,46.0,30.0,0.21052631301939062,0.1529175047225,20.479166666666668,0.22075279755849442,8.279967785690065,20.479166666666668,217,497,1.7639877924720244,4.977619532044761,3
147,https://insights.blackcoffer.com/the-future-of-investing/,52.0,15.0,0.5522387977277792,0.10518053358684375,25.0,0.2163265306122449,10.0865306122449,25.0,265,637,1.7469387755102042,4.746122448979592,2
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,52.0,47.0,0.050505049994898486,0.1449487552782595,19.384615384615383,0.23412698412698413,7.847496947496947,19.384615384615383,295,683,1.7452380952380953,4.638888888888889,2
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,41.0,3.0,0.863636344008265,0.13173652655168705,24.88,0.27813504823151125,10.063254019292605,24.88,173,334,1.8681672025723473,5.160771704180064,0
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,76.0,42.0,0.288135590778512,0.20274914054510457,17.523076923076925,0.2177348551360843,7.096324711285203,17.523076923076925,248,582,1.7480245829675154,4.665496049165935,9
